Order ID,Order Date,Segment,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit
ORD-02943,2024-08-12,Consumer,Siberia,Technology,Monitors,8,312.12,0,2496.96,549.33
ORD-00476,2024-08-13,Corporate,Northwest,Technology,Accessories,6,70.68,0.1,381.67,50.89
ORD-01204,2024-08-13,Consumer,Northwest,Technology,Laptops,3,1226.76,0.2,2944.22,73.6
ORD-01566,2024-08-13,Corporate,Central,Office Supplies,Art,1,18.56,0,18.56,8.35
ORD-02669,2024-08-13,Consumer,Siberia,Furniture,Tables,5,515.89,0,2579.45,773.84
ORD-00069,2024-08-14,Corporate,Siberia,Technology,Accessories,6,78.89,0.1,426.01,56.8
ORD-00039,2024-08-15,Consumer,Central,Office Supplies,Pens,4,7.49,0,29.96,13.48
ORD-02027,2024-08-15,Consumer,Central,Technology,Laptops,2,1134.84,0.1,2042.71,272.36
ORD-01730,2024-08-16,Consumer,South,Technology,Monitors,1,314.02,0.1,282.62,37.68
ORD-00417,2024-08-17,Home Office,South,Furniture,Tables,5,533.19,0.2,2132.76,266.6
ORD-00937,2024-08-17,Corporate,South,Office Supplies,Paper,7,27.54,0.2,154.22,48.19
ORD-00090,2024-08-18,Consumer,Siberia,Office Supplies,Art,3,57.25,0.1,154.58,60.12
ORD-02262,2024-08-18,Corporate,Central,Office Supplies,Pens,3,11.01,0.2,26.42,8.25
ORD-00208,2024-08-19,Consumer,South,Technology,Monitors,8,278.54,0,2228.32,490.23
ORD-00297,2024-08-19,Consumer,Northwest,Furniture,Chairs,2,296.5,0.3,415.1,0.0
ORD-00843,2024-08-19,Consumer,Central,Furniture,Chairs,4,371.78,0,1487.12,446.14
ORD-00982,2024-08-19,Consumer,Volga,Furniture,Bookcases,3,259.9,0.1,701.73,155.94
ORD-00534,2024-08-20,Consumer,Central,Office Supplies,Paper,7,27.19,0,190.33,85.65
ORD-01525,2024-08-20,Corporate,Siberia,Office Supplies,Art,6,14.08,0.1,76.03,29.57
ORD-01588,2024-08-20,Consumer,Volga,Technology,Monitors,8,343.85,0,2750.8,605.18
ORD-01637,2024-08-20,Consumer,Central,Office Supplies,Art,8,36.99,0.1,266.33,103.57
ORD-02543,2024-08-20,Corporate,Northwest,Technology,Monitors,6,530.18,0,3181.08,699.84
ORD-01477,2024-08-21,Home Office,Siberia,Technology,Accessories,8,70.31,0,562.48,123.75
ORD-02294,2024-08-21,Home Office,Central,Office Supplies,Art,2,23.42,0.3,32.79,7.03
ORD-00973,2024-08-22,Consumer,Central,Office Supplies,Pens,6,9.32,0.3,39.14,8.38
ORD-01896,2024-08-22,Consumer,Northwest,Office Supplies,Pens,6,6.1,0.2,29.28,9.15
ORD-02775,2024-08-22,Corporate,Siberia,Furniture,Chairs,6,164.92,0.3,692.66,-0.0
ORD-02783,2024-08-22,Consumer,Northwest,Technology,Phones,4,834.33,0.1,3003.59,400.48
ORD-02861,2024-08-22,Consumer,Volga,Technology,Laptops,5,1737.24,0,8686.2,1910.96
ORD-00137,2024-08-23,Home Office,Central,Office Supplies,Pens,1,3.3,0.1,2.97,1.16
ORD-01681,2024-08-23,Corporate,Northwest,Furniture,Chairs,7,250.42,0.2,1402.35,175.29
ORD-01905,2024-08-23,Consumer,Northwest,Technology,Phones,7,763.23,0.1,4808.35,641.11
ORD-01915,2024-08-23,Consumer,Northwest,Technology,Phones,7,922.5,0.1,5811.75,774.9
ORD-00525,2024-08-24,Consumer,South,Technology,Laptops,3,1355.04,0.1,3658.61,487.82
ORD-00992,2024-08-24,Consumer,Central,Furniture,Chairs,1,233.35,0,233.35,70.0
ORD-01625,2024-08-24,Home Office,Volga,Office Supplies,Binders,5,12.88,0.2,51.52,16.1
ORD-00079,2024-08-25,Corporate,Volga,Technology,Monitors,4,154.17,0,616.68,135.67
ORD-00273,2024-08-25,Corporate,Central,Office Supplies,Binders,7,17.09,0.1,107.67,41.87
ORD-00320,2024-08-25,Consumer,Central,Furniture,Bookcases,2,272.55,0.1,490.59,109.02
ORD-02151,2024-08-25,Consumer,Central,Technology,Monitors,3,518.61,0,1555.83,342.28
ORD-00006,2024-08-26,Consumer,Central,Furniture,Storage,6,205.28,0,1231.68,369.5
ORD-00575,2024-08-26,Corporate,Volga,Office Supplies,Paper,8,9.14,0.2,58.5,18.28
ORD-01350,2024-08-26,Consumer,Volga,Technology,Accessories,8,18.69,0,149.52,32.89
ORD-02203,2024-08-26,Consumer,Central,Office Supplies,Pens,3,10.1,0,30.3,13.64
ORD-00229,2024-08-27,Corporate,Volga,Office Supplies,Paper,5,9.9,0,49.5,22.27
ORD-00875,2024-08-27,Consumer,Volga,Office Supplies,Art,8,45.57,0,364.56,164.05
ORD-00099,2024-08-28,Corporate,South,Office Supplies,Binders,7,19.43,0,136.01,61.2
ORD-01514,2024-08-28,Consumer,South,Office Supplies,Pens,8,6.86,0,54.88,24.7
ORD-01661,2024-08-28,Consumer,Central,Furniture,Tables,6,232.37,0.1,1254.8,278.85
ORD-02056,2024-08-28,Home Office,Northwest,Office Supplies,Pens,6,18.49,0.1,99.85,38.83
ORD-00486,2024-08-29,Consumer,Volga,Office Supplies,Binders,3,6.21,0.1,16.77,6.52
ORD-00511,2024-08-29,Consumer,Volga,Technology,Laptops,2,1691.59,0.1,3044.86,405.98
ORD-00740,2024-08-29,Consumer,South,Office Supplies,Binders,6,23.15,0.3,97.23,20.84
ORD-00285,2024-08-30,Corporate,South,Office Supplies,Pens,7,17.5,0,122.5,55.12
ORD-01177,2024-08-30,Consumer,Central,Furniture,Storage,7,58.56,0,409.92,122.98
ORD-02436,2024-08-30,Consumer,Siberia,Furniture,Tables,4,191.62,0.1,689.83,153.29
ORD-00120,2024-08-31,Consumer,Central,Technology,Accessories,7,22.07,0.1,139.04,18.54
ORD-00445,2024-09-01,Corporate,Central,Office Supplies,Binders,3,19.66,0.1,53.08,20.64
ORD-00470,2024-09-01,Consumer,South,Office Supplies,Paper,7,39.89,0,279.23,125.65
ORD-01627,2024-09-01,Corporate,Volga,Furniture,Chairs,5,332.81,0.1,1497.64,332.81
ORD-00303,2024-09-02,Consumer,Volga,Technology,Monitors,2,426.28,0.1,767.3,102.3
ORD-00974,2024-09-02,Home Office,Siberia,Technology,Phones,5,376.13,0.1,1692.59,225.68
ORD-01036,2024-09-02,Consumer,Volga,Furniture,Chairs,1,132.05,0.3,92.44,0.0
ORD-02717,2024-09-02,Corporate,Central,Technology,Laptops,8,637.43,0.2,4079.55,101.99
ORD-00102,2024-09-03,Consumer,Central,Furniture,Tables,5,495.86,0.1,2231.37,495.86
ORD-00245,2024-09-03,Consumer,Central,Furniture,Bookcases,7,192.28,0,1345.96,403.79
ORD-00728,2024-09-03,Home Office,Volga,Office Supplies,Pens,7,17.19,0,120.33,54.15
ORD-01473,2024-09-03,Consumer,Central,Office Supplies,Pens,3,7.07,0,21.21,9.54
ORD-01694,2024-09-03,Corporate,South,Office Supplies,Art,1,40.14,0.3,28.1,6.02
ORD-01434,2024-09-04,Corporate,Siberia,Furniture,Tables,1,481.52,0.2,385.22,48.16
ORD-02550,2024-09-04,Home Office,South,Office Supplies,Paper,7,33.42,0.3,163.76,35.09
ORD-01378,2024-09-05,Consumer,Volga,Technology,Monitors,4,307.68,0,1230.72,270.76
ORD-01698,2024-09-05,Corporate,Central,Technology,Monitors,5,417.16,0.2,1668.64,41.72
ORD-02823,2024-09-05,Corporate,Volga,Technology,Accessories,6,116.21,0.1,627.53,83.67
ORD-02988,2024-09-05,Home Office,Northwest,Office Supplies,Paper,8,8.9,0,71.2,32.04
ORD-01320,2024-09-06,Consumer,Volga,Furniture,Storage,1,65.55,0,65.55,19.66
ORD-01918,2024-09-06,Corporate,Volga,Technology,Phones,5,1007.55,0.1,4533.98,604.53
ORD-00101,2024-09-07,Corporate,Volga,Furniture,Tables,2,277.49,0.1,499.48,110.99
ORD-01266,2024-09-07,Corporate,Central,Furniture,Bookcases,3,82.08,0,246.24,73.87
ORD-01663,2024-09-07,Consumer,Siberia,Office Supplies,Binders,1,16.81,0,16.81,7.56
ORD-01666,2024-09-07,Consumer,Central,Office Supplies,Pens,4,10.48,0.1,37.73,14.67
ORD-01712,2024-09-07,Consumer,Siberia,Furniture,Storage,5,108.61,0.3,380.13,-0.0
ORD-02237,2024-09-07,Corporate,Central,Technology,Phones,2,771.05,0,1542.1,339.26
ORD-02286,2024-09-07,Consumer,Central,Office Supplies,Pens,2,6.19,0,12.38,5.57
ORD-00559,2024-09-08,Consumer,Central,Furniture,Chairs,1,249.62,0,249.62,74.89
ORD-02186,2024-09-08,Home Office,Central,Technology,Phones,6,933.88,0.1,5042.95,672.39
ORD-02795,2024-09-08,Consumer,Northwest,Office Supplies,Art,5,46.95,0.2,187.8,58.69
ORD-02326,2024-09-09,Corporate,Northwest,Technology,Monitors,1,183.49,0,183.49,40.37
ORD-00284,2024-09-10,Consumer,Volga,Office Supplies,Art,2,21.67,0.1,39.01,15.17
ORD-00508,2024-09-11,Corporate,Northwest,Office Supplies,Binders,1,19.23,0,19.23,8.65
ORD-01216,2024-09-11,Consumer,Northwest,Technology,Phones,2,979.61,0.1,1763.3,235.11
ORD-02670,2024-09-11,Consumer,Northwest,Office Supplies,Art,7,24.33,0.1,153.28,59.61
ORD-01335,2024-09-12,Corporate,Central,Office Supplies,Art,1,11.08,0.2,8.86,2.77
ORD-01488,2024-09-12,Corporate,South,Furniture,Chairs,2,166.58,0.1,299.84,66.63
ORD-01753,2024-09-13,Corporate,Volga,Furniture,Chairs,8,375.41,0.2,2402.62,300.32
ORD-02995,2024-09-13,Home Office,Central,Furniture,Storage,4,207.74,0,830.96,249.29
ORD-01150,2024-09-14,Home Office,Northwest,Furniture,Tables,2,876.09,0.1,1576.96,350.43
ORD-01837,2024-09-14,Consumer,Volga,Technology,Phones,2,799.45,0.3,1119.23,-127.91
ORD-02092,2024-09-14,Consumer,Central,Technology,Accessories,2,114.25,0.1,205.65,27.42
ORD-02603,2024-09-14,Corporate,South,Technology,Monitors,5,125.0,0.1,562.5,75.0
ORD-00436,2024-09-15,Consumer,Northwest,Technology,Phones,8,1066.25,0.2,6824.0,170.6
ORD-00529,2024-09-17,Corporate,Northwest,Furniture,Storage,1,40.05,0,40.05,12.02
ORD-01844,2024-09-17,Corporate,Northwest,Office Supplies,Art,2,50.81,0,101.62,45.73
ORD-01874,2024-09-17,Home Office,Central,Furniture,Storage,1,126.44,0,126.44,37.93
ORD-02544,2024-09-17,Corporate,Central,Furniture,Storage,8,46.23,0,369.84,110.95
ORD-01354,2024-09-18,Consumer,Siberia,Office Supplies,Paper,7,5.25,0.1,33.08,12.87
ORD-00345,2024-09-19,Consumer,Volga,Office Supplies,Paper,7,18.51,0,129.57,58.31
ORD-01318,2024-09-19,Corporate,Central,Technology,Laptops,8,842.51,0,6740.08,1482.82
ORD-01332,2024-09-19,Corporate,Northwest,Furniture,Bookcases,7,259.55,0,1816.85,545.05
ORD-00936,2024-09-20,Consumer,Volga,Office Supplies,Paper,8,28.29,0,226.32,101.84
ORD-01311,2024-09-20,Consumer,Central,Technology,Laptops,3,1374.85,0.1,3712.09,494.94
ORD-02302,2024-09-20,Corporate,Northwest,Technology,Accessories,1,70.55,0.2,56.44,1.41
ORD-02059,2024-09-21,Corporate,Central,Furniture,Tables,5,581.19,0.1,2615.36,581.2
ORD-02081,2024-09-21,Consumer,Central,Technology,Phones,3,495.11,0,1485.33,326.77
ORD-02250,2024-09-21,Consumer,Northwest,Office Supplies,Pens,3,13.79,0.1,37.23,14.48
ORD-02779,2024-09-21,Consumer,Volga,Technology,Laptops,4,1470.35,0.1,5293.26,705.77
ORD-02355,2024-09-22,Consumer,Central,Technology,Monitors,4,263.84,0.2,844.29,21.11
ORD-01304,2024-09-23,Home Office,Volga,Furniture,Chairs,1,209.1,0,209.1,62.73
ORD-01575,2024-09-23,Consumer,Central,Technology,Laptops,7,1768.85,0,12381.95,2724.03
ORD-01612,2024-09-23,Consumer,Central,Office Supplies,Paper,4,22.37,0.2,71.58,22.37
ORD-02239,2024-09-23,Consumer,Central,Office Supplies,Paper,6,17.71,0.3,74.38,15.94
ORD-00473,2024-09-24,Home Office,Volga,Furniture,Chairs,6,231.08,0,1386.48,415.94
ORD-00616,2024-09-24,Home Office,Siberia,Technology,Laptops,1,1699.06,0,1699.06,373.79
ORD-02143,2024-09-24,Consumer,Northwest,Technology,Monitors,5,589.8,0.1,2654.1,353.88
ORD-00859,2024-09-25,Home Office,Volga,Furniture,Tables,1,283.91,0,283.91,85.17
ORD-02378,2024-09-25,Consumer,South,Furniture,Chairs,7,245.32,0.2,1373.79,171.72
ORD-02727,2024-09-25,Consumer,Northwest,Office Supplies,Art,4,30.08,0.3,84.22,18.04
ORD-00477,2024-09-26,Consumer,Central,Technology,Accessories,3,25.26,0.1,68.2,9.09
ORD-00989,2024-09-26,Corporate,South,Technology,Monitors,2,215.24,0.2,344.38,8.61
ORD-01152,2024-09-26,Consumer,Central,Technology,Monitors,6,245.22,0.3,1029.92,-117.71
ORD-01235,2024-09-26,Corporate,South,Technology,Monitors,5,278.48,0.3,974.68,-111.39
ORD-01460,2024-09-26,Corporate,Central,Furniture,Chairs,8,152.76,0.2,977.66,122.2
ORD-01895,2024-09-26,Corporate,Central,Office Supplies,Art,2,11.96,0,23.92,10.76
ORD-02002,2024-09-26,Consumer,Siberia,Furniture,Tables,5,815.52,0.1,3669.84,815.52
ORD-00447,2024-09-27,Consumer,Northwest,Technology,Laptops,6,1276.83,0.1,6894.88,919.32
ORD-00757,2024-09-27,Corporate,Siberia,Furniture,Tables,8,386.66,0.3,2165.3,0.0
ORD-00809,2024-09-27,Home Office,Siberia,Office Supplies,Art,8,43.83,0.2,280.51,87.66
ORD-00324,2024-09-28,Consumer,Volga,Technology,Accessories,1,126.56,0,126.56,27.84
ORD-02318,2024-09-28,Consumer,Volga,Office Supplies,Pens,1,2.42,0.1,2.18,0.85
ORD-01802,2024-09-29,Home Office,Volga,Furniture,Chairs,2,170.65,0.1,307.17,68.26
ORD-02957,2024-09-29,Consumer,Volga,Office Supplies,Paper,4,22.04,0,88.16,39.67
ORD-00007,2024-09-30,Consumer,South,Office Supplies,Paper,3,26.32,0.1,71.06,27.63
ORD-00554,2024-09-30,Corporate,Central,Office Supplies,Binders,1,8.08,0,8.08,3.64
ORD-02005,2024-09-30,Consumer,Central,Furniture,Storage,5,278.2,0.1,1251.9,278.2
ORD-02945,2024-09-30,Corporate,Central,Office Supplies,Art,3,40.92,0.1,110.48,42.96
ORD-00255,2024-10-01,Consumer,Central,Office Supplies,Binders,6,19.27,0,115.62,52.03
ORD-00784,2024-10-01,Consumer,South,Furniture,Storage,6,70.4,0.1,380.16,84.48
ORD-01108,2024-10-01,Corporate,Northwest,Technology,Laptops,5,1021.45,0.2,4085.8,102.14
ORD-01955,2024-10-01,Consumer,Central,Technology,Laptops,2,1997.32,0.2,3195.71,79.89
ORD-02330,2024-10-01,Consumer,Central,Furniture,Storage,2,128.89,0.1,232.0,51.55
ORD-01329,2024-10-02,Home Office,South,Technology,Accessories,5,65.06,0,325.3,71.57
ORD-01775,2024-10-02,Home Office,Siberia,Office Supplies,Binders,4,22.06,0.1,79.42,30.89
ORD-02495,2024-10-02,Home Office,Volga,Office Supplies,Binders,4,22.44,0,89.76,40.39
ORD-02797,2024-10-02,Consumer,Central,Office Supplies,Paper,6,32.81,0,196.86,88.59
ORD-02849,2024-10-02,Home Office,Siberia,Office Supplies,Paper,6,25.22,0,151.32,68.09
ORD-01567,2024-10-03,Consumer,Northwest,Technology,Laptops,4,1768.07,0,7072.28,1555.9
ORD-02256,2024-10-03,Consumer,Central,Technology,Monitors,3,518.34,0.1,1399.52,186.6
ORD-02760,2024-10-03,Consumer,Northwest,Office Supplies,Paper,1,13.46,0,13.46,6.06
ORD-02970,2024-10-03,Corporate,Central,Furniture,Storage,3,222.19,0.1,599.91,133.31
ORD-00644,2024-10-04,Consumer,Central,Furniture,Tables,1,607.9,0.1,547.11,121.58
ORD-01323,2024-10-04,Consumer,Volga,Technology,Monitors,5,366.82,0,1834.1,403.5
ORD-01559,2024-10-04,Consumer,Central,Furniture,Bookcases,2,141.46,0,282.92,84.88
ORD-02425,2024-10-04,Home Office,Siberia,Technology,Monitors,4,535.68,0,2142.72,471.4
ORD-02837,2024-10-04,Corporate,Volga,Office Supplies,Paper,5,10.51,0,52.55,23.65
ORD-02912,2024-10-04,Consumer,Northwest,Office Supplies,Paper,1,31.1,0,31.1,14.0
ORD-00053,2024-10-05,Corporate,South,Office Supplies,Paper,4,9.84,0.1,35.42,13.77
ORD-00082,2024-10-05,Consumer,Central,Furniture,Chairs,7,263.33,0.2,1474.65,184.33
ORD-01002,2024-10-05,Corporate,Northwest,Technology,Laptops,1,1388.17,0.3,971.72,-111.05
ORD-01517,2024-10-05,Home Office,Northwest,Technology,Monitors,1,508.97,0.3,356.28,-40.72
ORD-02386,2024-10-05,Consumer,Central,Office Supplies,Pens,4,13.86,0.3,38.81,8.32
ORD-02601,2024-10-05,Corporate,Central,Office Supplies,Art,4,51.33,0.2,164.26,51.33
ORD-00621,2024-10-06,Corporate,Volga,Technology,Phones,7,529.81,0.1,3337.8,445.04
ORD-01429,2024-10-06,Consumer,Volga,Technology,Monitors,4,301.02,0.3,842.86,-96.32
ORD-02453,2024-10-06,Corporate,Northwest,Office Supplies,Binders,5,3.96,0.2,15.84,4.95
ORD-02944,2024-10-06,Consumer,Northwest,Technology,Laptops,7,1378.66,0,9650.62,2123.14
ORD-00205,2024-10-07,Corporate,Central,Furniture,Storage,7,272.9,0.3,1337.21,0.0
ORD-02332,2024-10-07,Home Office,South,Technology,Monitors,2,240.9,0,481.8,106.0
ORD-02548,2024-10-07,Corporate,Northwest,Furniture,Chairs,5,299.78,0.3,1049.23,0.0
ORD-00572,2024-10-08,Home Office,Northwest,Furniture,Tables,1,671.87,0,671.87,201.56
ORD-01281,2024-10-08,Consumer,Central,Furniture,Tables,8,839.08,0,6712.64,2013.79
ORD-01324,2024-10-08,Home Office,Central,Furniture,Storage,3,68.98,0.1,186.25,41.39
ORD-01656,2024-10-08,Home Office,Volga,Technology,Laptops,6,810.17,0,4861.02,1069.42
ORD-01829,2024-10-09,Consumer,South,Office Supplies,Pens,7,11.71,0,81.97,36.89
ORD-03000,2024-10-09,Corporate,Central,Technology,Laptops,6,798.48,0.1,4311.79,574.9
ORD-01173,2024-10-10,Consumer,Volga,Furniture,Chairs,5,209.75,0.3,734.12,-0.0
ORD-01950,2024-10-10,Consumer,Central,Furniture,Storage,6,201.17,0,1207.02,362.11
ORD-01633,2024-10-11,Home Office,Central,Furniture,Chairs,7,180.1,0.3,882.49,0.0
ORD-02498,2024-10-11,Home Office,Central,Office Supplies,Art,6,24.77,0.1,133.76,52.02
ORD-02645,2024-10-11,Corporate,South,Furniture,Tables,4,897.56,0,3590.24,1077.07
ORD-02860,2024-10-11,Corporate,South,Office Supplies,Pens,7,16.07,0.3,78.74,16.87
ORD-00893,2024-10-12,Corporate,Central,Technology,Phones,3,846.29,0,2538.87,558.55
ORD-00900,2024-10-12,Consumer,South,Furniture,Chairs,7,361.06,0,2527.42,758.23
ORD-01295,2024-10-12,Consumer,Northwest,Furniture,Chairs,6,285.84,0.1,1543.54,343.01
ORD-01556,2024-10-12,Consumer,Volga,Furniture,Tables,3,726.24,0.3,1525.1,-0.0
ORD-01921,2024-10-12,Corporate,Central,Office Supplies,Art,2,30.75,0,61.5,27.67
ORD-02434,2024-10-12,Consumer,Northwest,Office Supplies,Paper,1,28.1,0,28.1,12.64
ORD-00830,2024-10-13,Corporate,Central,Technology,Accessories,6,134.33,0.2,644.78,16.12
ORD-02215,2024-10-13,Home Office,Volga,Office Supplies,Art,3,13.77,0.1,37.18,14.46
ORD-00363,2024-10-14,Corporate,Central,Office Supplies,Paper,4,39.04,0,156.16,70.27
ORD-00836,2024-10-14,Consumer,South,Office Supplies,Binders,5,4.98,0.3,17.43,3.73
ORD-01081,2024-10-14,Home Office,Northwest,Technology,Accessories,4,37.36,0.2,119.55,2.99
ORD-02752,2024-10-14,Consumer,South,Furniture,Storage,4,132.02,0.2,422.46,52.8
ORD-00969,2024-10-15,Corporate,Central,Office Supplies,Paper,7,10.98,0,76.86,34.59
ORD-00237,2024-10-16,Consumer,Volga,Furniture,Bookcases,6,209.54,0.1,1131.52,251.45
ORD-02968,2024-10-17,Consumer,Northwest,Office Supplies,Paper,1,9.29,0,9.29,4.18
ORD-00438,2024-10-18,Corporate,South,Office Supplies,Pens,6,10.75,0.1,58.05,22.57
ORD-00672,2024-10-18,Home Office,Siberia,Technology,Laptops,5,1567.72,0,7838.6,1724.49
ORD-01286,2024-10-18,Corporate,Central,Furniture,Chairs,3,325.9,0,977.7,293.31
ORD-00994,2024-10-19,Consumer,Central,Office Supplies,Paper,5,20.08,0.1,90.36,35.14
ORD-01145,2024-10-19,Corporate,Northwest,Office Supplies,Art,4,50.32,0,201.28,90.58
ORD-01996,2024-10-20,Consumer,Northwest,Office Supplies,Pens,8,13.81,0.1,99.43,38.67
ORD-00129,2024-10-21,Consumer,Volga,Furniture,Tables,8,266.05,0,2128.4,638.52
ORD-00785,2024-10-21,Consumer,Volga,Furniture,Storage,4,100.35,0.1,361.26,80.28
ORD-01208,2024-10-21,Consumer,Northwest,Furniture,Tables,2,646.81,0,1293.62,388.09
ORD-01438,2024-10-21,Consumer,Northwest,Technology,Accessories,2,22.66,0.1,40.79,5.44
ORD-01583,2024-10-21,Corporate,Northwest,Office Supplies,Art,7,36.62,0.1,230.71,89.72
ORD-01631,2024-10-22,Home Office,Central,Furniture,Chairs,3,85.92,0.3,180.43,-0.0
ORD-02562,2024-10-22,Consumer,Volga,Technology,Monitors,3,350.93,0.1,947.51,126.33
ORD-01119,2024-10-23,Consumer,Central,Office Supplies,Pens,2,10.76,0.3,15.06,3.22
ORD-02470,2024-10-23,Home Office,Northwest,Technology,Laptops,3,983.24,0.3,2064.8,-235.98
ORD-01179,2024-10-24,Corporate,Central,Office Supplies,Paper,4,8.72,0.3,24.42,5.24
ORD-00614,2024-10-25,Corporate,Central,Office Supplies,Pens,3,10.73,0.1,28.97,11.27
ORD-00853,2024-10-25,Home Office,Central,Technology,Laptops,1,585.98,0.1,527.38,70.32
ORD-01558,2024-10-25,Consumer,Central,Technology,Accessories,8,39.72,0,317.76,69.91
ORD-02383,2024-10-25,Home Office,Volga,Technology,Laptops,2,1958.71,0.2,3133.94,78.35
ORD-00424,2024-10-27,Consumer,South,Office Supplies,Art,1,59.82,0,59.82,26.92
ORD-01398,2024-10-27,Corporate,Central,Office Supplies,Pens,8,19.99,0.3,111.94,23.98
ORD-01783,2024-10-27,Corporate,Central,Technology,Accessories,4,42.31,0.2,135.39,3.38
ORD-02217,2024-10-27,Consumer,South,Office Supplies,Binders,3,7.04,0,21.12,9.5
ORD-02401,2024-10-27,Consumer,South,Technology,Accessories,6,20.67,0,124.02,27.28
ORD-02834,2024-10-27,Home Office,Central,Office Supplies,Binders,3,9.72,0.2,23.33,7.29
ORD-01006,2024-10-28,Consumer,Siberia,Technology,Phones,4,1041.54,0.2,3332.93,83.33
ORD-01080,2024-10-28,Consumer,Central,Office Supplies,Art,7,34.66,0,242.62,109.18
ORD-02307,2024-10-28,Corporate,Northwest,Office Supplies,Pens,5,4.05,0.3,14.17,3.03
ORD-00270,2024-10-29,Consumer,Central,Office Supplies,Paper,3,34.1,0,102.3,46.03
ORD-00375,2024-10-29,Consumer,South,Furniture,Storage,4,231.55,0,926.2,277.86
ORD-00416,2024-10-29,Corporate,Volga,Furniture,Bookcases,2,421.89,0.1,759.4,168.75
ORD-01308,2024-10-29,Consumer,Central,Technology,Monitors,5,455.79,0.1,2051.06,273.48
ORD-02706,2024-10-29,Corporate,Volga,Furniture,Chairs,8,178.59,0.3,1000.1,-0.0
ORD-01376,2024-10-30,Home Office,Central,Furniture,Storage,8,272.37,0,2178.96,653.69
ORD-01946,2024-10-30,Consumer,Volga,Office Supplies,Pens,4,9.88,0,39.52,17.78
ORD-02104,2024-10-30,Corporate,South,Office Supplies,Paper,2,20.1,0,40.2,18.09
ORD-02112,2024-10-30,Consumer,Central,Technology,Laptops,7,1572.29,0.3,7704.22,-880.48
ORD-00204,2024-10-31,Corporate,Siberia,Office Supplies,Art,6,24.49,0.1,132.25,51.43
ORD-02415,2024-10-31,Corporate,South,Office Supplies,Binders,1,9.53,0,9.53,4.29
ORD-02474,2024-10-31,Consumer,South,Technology,Laptops,1,1834.19,0.3,1283.93,-146.74
ORD-00226,2024-11-01,Consumer,Northwest,Office Supplies,Art,4,35.66,0,142.64,64.19
ORD-01146,2024-11-01,Corporate,Central,Furniture,Storage,2,187.76,0,375.52,112.66
ORD-01493,2024-11-01,Corporate,Central,Technology,Phones,7,325.94,0,2281.58,501.95
ORD-01927,2024-11-01,Corporate,Volga,Office Supplies,Binders,6,12.5,0.1,67.5,26.25
ORD-02333,2024-11-01,Consumer,Volga,Furniture,Tables,5,644.88,0,3224.4,967.32
ORD-02630,2024-11-01,Corporate,Central,Office Supplies,Paper,6,26.77,0,160.62,72.28
ORD-01586,2024-11-02,Corporate,Volga,Technology,Laptops,4,1625.47,0.1,5851.69,780.22
ORD-02321,2024-11-02,Home Office,Central,Technology,Phones,1,551.54,0.1,496.39,66.19
ORD-02572,2024-11-02,Consumer,Central,Technology,Monitors,6,539.65,0.2,2590.32,64.76
ORD-01457,2024-11-03,Corporate,Central,Office Supplies,Paper,4,39.75,0.2,127.2,39.75
ORD-01529,2024-11-03,Corporate,Northwest,Technology,Phones,6,679.73,0.2,3262.7,81.56
ORD-01530,2024-11-03,Consumer,Northwest,Furniture,Bookcases,8,259.98,0.2,1663.87,207.98
ORD-01749,2024-11-03,Home Office,Northwest,Office Supplies,Paper,4,18.29,0.3,51.21,10.97
ORD-02106,2024-11-03,Consumer,Siberia,Office Supplies,Paper,3,11.19,0,33.57,15.11
ORD-02660,2024-11-03,Home Office,Northwest,Office Supplies,Art,8,32.88,0,263.04,118.37
ORD-02846,2024-11-03,Consumer,Northwest,Furniture,Tables,5,864.2,0,4321.0,1296.3
ORD-00926,2024-11-04,Consumer,Northwest,Technology,Phones,5,638.1,0.1,2871.45,382.86
ORD-01114,2024-11-04,Home Office,Siberia,Office Supplies,Art,1,13.86,0,13.86,6.24
ORD-01125,2024-11-04,Consumer,Volga,Technology,Monitors,7,382.0,0.3,1871.8,-213.92
ORD-01403,2024-11-04,Consumer,Volga,Office Supplies,Art,2,35.84,0.3,50.18,10.76
ORD-01615,2024-11-04,Corporate,Volga,Office Supplies,Binders,2,6.29,0,12.58,5.66
ORD-02284,2024-11-04,Consumer,Central,Office Supplies,Paper,6,33.49,0.3,140.66,30.14
ORD-02864,2024-11-04,Corporate,South,Office Supplies,Art,4,47.55,0.1,171.18,66.57
ORD-00216,2024-11-05,Consumer,South,Furniture,Bookcases,4,354.55,0,1418.2,425.46
ORD-00754,2024-11-05,Consumer,Central,Office Supplies,Binders,1,24.3,0.1,21.87,8.5
ORD-00909,2024-11-05,Consumer,South,Technology,Laptops,2,854.47,0.1,1538.05,205.08
ORD-01029,2024-11-05,Consumer,Volga,Furniture,Chairs,1,143.32,0.1,128.99,28.67
ORD-01074,2024-11-05,Home Office,Central,Technology,Laptops,8,639.17,0.3,3579.35,-409.07
ORD-01271,2024-11-05,Home Office,Northwest,Furniture,Tables,5,469.28,0,2346.4,703.92
ORD-01875,2024-11-05,Consumer,Central,Technology,Phones,1,686.03,0.3,480.22,-54.88
ORD-02032,2024-11-05,Consumer,Siberia,Office Supplies,Paper,5,27.22,0,136.1,61.24
ORD-02123,2024-11-05,Consumer,Northwest,Office Supplies,Binders,4,7.42,0.2,23.74,7.42
